"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","id","media/0/media_url","media/0/type","reply_count","retweet_count","url","user/created_at","user/default_profile_image","user/description","user/fast_followers_count","user/favourites_count","user/followers_count","user/friends_count","user/has_custom_timelines","user/id_str","user/is_translator","user/listed_count","user/location","user/media_count","user/name","user/normal_followers_count","user/possibly_sensitive","user/profile_banner_url","user/profile_image_url_https","user/protected","user/screen_name","user/statuses_count","user/translator_type","user/url","user/verified","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name"
"1604386026759127040","2022-12-18T08:00:11.000Z","175","for first time in the history of Sri Lanka, the Sri Lanka foreign employment bureau has registered and facilitated over 300000 migrant workers who will in return contribute to the crisis we face positively while elevating living standard of their families. #Circularmigration","Circularmigration",,"1604386026759127040",,,"137","18","https://twitter.com/nanayakkara77/status/1604386026759127040","2013-08-23T09:10:34.000Z","false","Mahindian, Member of Parliament, sri Lanka parliament,former journalist, Minister","0","58","8302","334","false","1693300458","false","38","Galle,Sri Lanka","151","Manusha Nanayakkara","8302","false","https://pbs.twimg.com/profile_banners/1693300458/1476867762","https://pbs.twimg.com/profile_images/999144485413011456/iuZnklaj_normal.jpg","false","nanayakkara77","370","none",,"true",,,,,,,,,
"1604386026759127040","2022-12-18T08:27:51.000Z","5","@nanayakkara77 Registering at crisis time when people are desperate is not an achievement but finding securing jobs is aim at the target not the canvas",,,"1604392991153483778",,,"1","0","https://twitter.com/Buyzer4/status/1604392991153483778","2022-07-24T03:39:10.000Z","true","","0","2","2","19","false","1551049234899542017","false","0","","3","Buyzer","2","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","Buyzer4","437","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T08:29:05.000Z","50","@nanayakkara77 It’s nothing to be proud of this achievement. They felt this country is no more suitable to live, despite they voted for “කන්න නැතත් ඉන්න රටක් තියෙන්න ඕනෙ”. This is another consequence of the crisis created by the politicians.",,,"1604393298788876289",,,"2","6","https://twitter.com/zahranc/status/1604393298788876289","2009-10-14T18:07:25.000Z","false","Traveling, Photography, #LKA","0","25395","6064","974","true","82419215","false","44","","2213","Zahran Careem","6064","false","https://pbs.twimg.com/profile_banners/82419215/1514781100","https://pbs.twimg.com/profile_images/1365173519986741248/eMmr_x-K_normal.jpg","false","zahranc","24988","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:13:58.000Z","31","@nanayakkara77 Do you consider this an achievement of your govt? This is the way you politicians try to dupe the public  with glamourizing even your failures 😠

You have become such a whitewasher of govt action after crossing over 🙄🙄🙄
#SriLanka #LandLikeNoOther","SriLanka","LandLikeNoOther","1604404594607620098",,,"0","2","https://twitter.com/ruvanw/status/1604404594607620098","2009-01-28T13:06:12.000Z","false","Academic who believes one of our responsibilities is to protect people from politicians. 
Views are personal, RTs & links are not always endorsements","0","34880","816","59","false","19650288","false","11","","391","Ruvan W","816","false","https://pbs.twimg.com/profile_banners/19650288/1658322233","https://pbs.twimg.com/profile_images/1582909588189241345/uwQocykQ_normal.jpg","false","ruvanw","40715","regular",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:17:06.000Z","29","@nanayakkara77 Nothing to be proud of.",,,"1604405384269029377",,,"0","0","https://twitter.com/CjSarva/status/1604405384269029377","2009-09-05T16:52:28.000Z","false","Chief Growth Whisperer - Sarva Colombo. Retweets are mainly so I can go through them later. Definitely not endorsements.","0","21709","657","1046","true","71841869","false","10","Colombo Sri Lanka","265","cj-Sarva","657","false","https://pbs.twimg.com/profile_banners/71841869/1637840536","https://pbs.twimg.com/profile_images/1435974777823326215/Z91VbS27_normal.jpg","false","CjSarva","5171","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:20:25.000Z","2","@nanayakkara77 Left their beloved to pay, what politicians stolen 😡",,,"1604406219963191296",,,"0","0","https://twitter.com/aflal_tweets/status/1604406219963191296","2010-05-13T11:51:31.000Z","false","Live every moment","0","2963","198","275","true","143412752","false","2","Srilanka","114","Mohammed Aflal","198","false","https://pbs.twimg.com/profile_banners/143412752/1657777050","https://pbs.twimg.com/profile_images/1430143089021227009/-WK2r_2i_normal.jpg","false","aflal_tweets","1161","none","https://t.co/1ALBFbY8TR","false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:23:57.000Z","4","@nanayakkara77 People leaving the country to die for their loved ones in the Middle East is nothing to be proud of you son of a motherless goat",,,"1604407107570307072",,,"0","0","https://twitter.com/GenerationDon/status/1604407107570307072","2011-05-14T20:04:57.000Z","false","Marketing | Systems | Growth | Books | some Digital #Marketing Nerd @Mcdonaldsksa | All about 🍔🍟
 Views my own! ✌#Ifollowback #politicallyincorrect","0","9048","515","1200","true","298711399","false","45","Jeddah/Sri-Lanka","1167","Don","515","false","https://pbs.twimg.com/profile_banners/298711399/1586271829","https://pbs.twimg.com/profile_images/1251831856145797127/KB5qemMs_normal.jpg","false","GenerationDon","17653","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:43:31.000Z","32","@nanayakkara77 Best and the brightest are leaving the country. How is this an  achievement?",,,"1604412032455147520",,,"0","0","https://twitter.com/Surath95857676/status/1604412032455147520","2022-04-03T02:56:15.000Z","false","","0","1468","35","40","false","1510451002914357249","false","0","","341","Surath 🇱🇰🇺🇦🇹🇼 NAFO","35","false",,"https://pbs.twimg.com/profile_images/1593179055641092101/t1Qt6ICB_normal.jpg","false","Surath95857676","2931","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:44:21.000Z","13","@nanayakkara77 උබ නම් මහ දෙකයි පනහෙ මිනිහෙක් බොල.. උබ හිතුවේ මේ උබගේ රජයේ හොද කමටයි තොගේ හැකියාවක් නිසයි මෙච්චර මිනිස්සු තොගයක් රට ගිහින් කියලද වසලයො.. යකෝ තොපි රටක් ජීවත් වෙන්න ඉතිරි කලේ නැති නිසයි මිනිස්සු දරැ පවුල් දාල රට යන්නේ.. ඒක සමරන්න ටුවීට් කරන්න දෙයක් නෙවේ ජඩයෝ. කාලකන්නිය",,,"1604412239338930176",,,"0","0","https://twitter.com/maheshpriyamal/status/1604412239338930176","2012-06-08T13:05:52.000Z","false","","0","19","2","50","false","602745064","false","2","","1","mahesh","2","false",,"https://pbs.twimg.com/profile_images/1449250068658212866/dhD5JPrx_normal.jpg","false","maheshpriyamal","121","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
"1604386026759127040","2022-12-18T09:45:47.000Z","1","@nanayakkara77 only if they remit through official banking channels SLFEB needs to monitor that. else its useless even 1000000 workers leave for overseas jobs",,,"1604412600745226240",,,"0","0","https://twitter.com/KushanPeiris88/status/1604412600745226240","2022-05-17T14:02:50.000Z","false","Economist. I did econ related subjects for ALs. Strong interest in macroeconomics","0","1179","16","11","false","1526563854200606720","false","0","","0","Kushan Peiris","16","false",,"https://pbs.twimg.com/profile_images/1526563901201977344/3ZvnLSqv_normal.png","false","KushanPeiris88","318","none",,"false","1693300458","Manusha Nanayakkara","nanayakkara77",,,,,,
