"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","reply_count","retweet_count","url","user/created_at","user/default_profile_image","user/description","user/fast_followers_count","user/favourites_count","user/followers_count","user/friends_count","user/has_custom_timelines","user/id_str","user/is_translator","user/listed_count","user/location","user/media_count","user/name","user/normal_followers_count","user/possibly_sensitive","user/profile_banner_url","user/profile_image_url_https","user/protected","user/screen_name","user/statuses_count","user/translator_type","user/url","user/verified","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name"
"1612367690383122434","2023-01-09T08:36:28.000Z","32","Even though there's a lot of criticisms about the Sri Lanka Podujana Peramuna (SLPP) on social media, the party remains in the hearts of the people, SLPP General Secretary MP Sagara Kariyawasam said. #DailyMirror #SriLanka #SLnews https://t.co/ZrFZZtf3uJ","DailyMirror","SriLanka","SLnews","1612367690383122434","https://pbs.twimg.com/ext_tw_video_thumb/1612367578009145344/pu/img/HWq9PZmtqlKRj5N3.jpg","photo",,,"61","4","https://twitter.com/Dailymirror_SL/status/1612367690383122434","2009-08-17T10:59:06.000Z","false","Premier Breaking News Site + Best Selling English Newspaper in Sri Lanka (Selected Tweets may appear on the Daily Mirror Newspaper)","0","377","586013","36","true","66329707","false","765","Colombo, Sri Lanka","32300","DailyMirror","586013","false","https://pbs.twimg.com/profile_banners/66329707/1568976114","https://pbs.twimg.com/profile_images/1346783365706309632/JRWB1I_T_normal.jpg","false","Dailymirror_SL","89936","none","https://t.co/jWXCFR0ljt","true",,,,,,
"1612367690383122434","2023-01-09T08:39:16.000Z","3","@Dailymirror_SL https://t.co/6S8Qo1yrt2",,,,"1612368394757738496","https://pbs.twimg.com/tweet_video_thumb/FmBIfSlacAAakaI.jpg","photo",,,"0","0","https://twitter.com/NipunaDK/status/1612368394757738496","2016-04-11T14:45:07.000Z","false","","0","15317","523","1123","false","719536763362893825","false","0","Sri Lanka","142","Nipuna D Kekulawala","523","false","https://pbs.twimg.com/profile_banners/719536763362893825/1479739454","https://pbs.twimg.com/profile_images/1100245705422266370/ivsKlkrB_normal.jpg","false","NipunaDK","4561","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T08:55:25.000Z","0","@Dailymirror_SL 🤮",,,,"1612372458169843712",,,,,"0","0","https://twitter.com/Gamika_S/status/1612372458169843712","2014-04-09T15:38:32.000Z","false","Father. Husband. Views are My Own. RTs indicate agreement, amusement, satire, perplexity or whatever..","0","22623","611","185","false","2435619774","false","5","Substantial Further Progress","1587","Gamika","611","false","https://pbs.twimg.com/profile_banners/2435619774/1669383635","https://pbs.twimg.com/profile_images/1605784448389509120/8S9S3AOr_normal.jpg","false","Gamika_S","9356","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T09:10:10.000Z","10","@Dailymirror_SL Yes SLPP is in people's hearts and always remember how they bankrupt the country and brought them to streets to beg",,,,"1612376173404635136",,,,,"0","1","https://twitter.com/johanzerah1/status/1612376173404635136","2016-02-15T18:53:06.000Z","true","caring for poor and raising voice against injustice","0","10","4","15","true","4915148314","false","0","","31","johan","4","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","johanzerah1","1777","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T09:20:33.000Z","3","@Dailymirror_SL https://t.co/50wfJu07qV",,,,"1612378784908587009","https://pbs.twimg.com/tweet_video_thumb/FmBR9DLaEAEcCMB.jpg","photo",,,"0","0","https://twitter.com/josezahirsha/status/1612378784908587009","2012-11-08T02:58:33.000Z","false","Forever swimming against the tide•🇱🇰🇸🇬 • Digital Marketing • Aviation • Chelsea FC #FreePalestine","0","48231","370","330","true","933503220","false","5","Singapore","623","LightBulb 👑","370","false","https://pbs.twimg.com/profile_banners/933503220/1661606367","https://pbs.twimg.com/profile_images/1609617320472899584/VAmvyGJ6_normal.jpg","false","josezahirsha","17159","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T09:33:30.000Z","2","@Dailymirror_SL @sl_middle 6.9 x 2 ? https://t.co/pRVDjD5QsK",,,,"1612382043043667969","https://pbs.twimg.com/media/FmBU4eXXwAAKES7.png","photo",,,"0","0","https://twitter.com/vg123e/status/1612382043043667969","2010-12-02T19:56:07.000Z","false","Peace is not just to stop wars, but also to stop oppression & injustice.
War consumes the very things it is  fought for: Justice,Humanity & Decency","0","152409","4539","4948","true","222217244","false","142","","19853","VG","4539","false","https://pbs.twimg.com/profile_banners/222217244/1552901108","https://pbs.twimg.com/profile_images/1107291390785085443/Dkpr8E3I_normal.jpg","false","vg123e","662324","none",,"false","66329707","DailyMirror","Dailymirror_SL","3281494490","SL Middle Class","sl_middle"
"1612367690383122434","2023-01-09T10:31:27.000Z","14","@Dailymirror_SL Yes, we do curse you from the bottom of our hearts",,,,"1612396625413939200",,,,,"0","0","https://twitter.com/RationalLankan/status/1612396625413939200","2021-11-18T08:44:49.000Z","false","Rationality in a irrational world...","0","1215","51","180","true","1461253990193111048","false","0","","26","Arshadh Haroon","51","false",,"https://pbs.twimg.com/profile_images/1507638328132177921/5u7T9ev3_normal.jpg","false","RationalLankan","738","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T10:33:02.000Z","1","@Dailymirror_SL So cocky",,,,"1612397025173340160",,,,,"0","0","https://twitter.com/DDedigama/status/1612397025173340160","2019-10-30T10:36:26.000Z","false","","0","9944","278","82","false","1189491205345701888","false","1","Sri Lanka","8","Dihan Dedigama","278","false",,"https://pbs.twimg.com/profile_images/1540155278666043395/r2NK5Wsm_normal.jpg","false","DDedigama","3258","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T10:33:56.000Z","3","@Dailymirror_SL Like an Infarction.",,,,"1612397254157176833",,,,,"0","0","https://twitter.com/doctorsean77/status/1612397254157176833","2012-12-16T10:32:20.000Z","false","","0","4008","199","468","false","1014909132","false","0","","365","Sean Amarasekera","199","false","https://pbs.twimg.com/profile_banners/1014909132/1657597935","https://pbs.twimg.com/profile_images/3033327139/24be84e73cd09e5953df5d8d342d3249_normal.jpeg","false","doctorsean77","1661","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T10:37:15.000Z","3","@Dailymirror_SL Definitely in our ... Arse !",,,,"1612398088790114307",,,,,"0","0","https://twitter.com/BossinPiyadasa/status/1612398088790114307","2022-10-26T13:21:16.000Z","false","I'm a Lover .. Not a Fighter .. 😘","0","180","28","163","false","1585260177514561536","false","0","","8","Bossin Piyadasa 🥊","28","false",,"https://pbs.twimg.com/profile_images/1585304162174406658/73sByupx_normal.jpg","false","BossinPiyadasa","91","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T10:38:11.000Z","4","@Dailymirror_SL What a load of rubbish?",,,,"1612398322580340736",,,,,"0","0","https://twitter.com/arethusacader/status/1612398322580340736","2017-01-29T10:40:33.000Z","true","23/5/1949","0","646","33","372","true","825654859429007361","false","0","UK","24","Rasheed Cader","33","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","arethusacader","3316","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T10:18:16.000Z","0","@Dailymirror_SL Lol",,,,"1612393310827745280",,,,,"0","0","https://twitter.com/funtime2121/status/1612393310827745280","2021-04-06T01:02:27.000Z","true","hi","0","327","10","46","true","1379237951729590272","false","0","","13","funtime","10","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","funtime2121","3043","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T11:29:39.000Z","8","@Dailymirror_SL Start packing this time democratically people will express their love 😂😂😂 enough with all this crap.",,,,"1612411275035742209",,,,,"0","0","https://twitter.com/imraz_aniff/status/1612411275035742209","2021-11-09T07:11:05.000Z","false","A Global Capital Consultant in Partnerships with Sovereign and Private Wealth Funds dealing in Resorts, Hotels, Aviation, Real Estate, Const, Crypto","0","1131","108","352","false","1457968771163901957","false","0","Miami, United States 🇺🇸 ","50","Imraz Aniff","108","false",,"https://pbs.twimg.com/profile_images/1593596461257719810/iCnkKbu7_normal.jpg","false","imraz_aniff","1713","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T12:27:46.000Z","3","@Dailymirror_SL Oh yes. In the hearts and empty stomachs of people too",,,,"1612425898636218369",,,,,"0","0","https://twitter.com/PeirisKamil/status/1612425898636218369","2022-01-24T04:42:36.000Z","false","","0","3261","22","156","true","1485472994902568966","false","1","","4","Free flowing","22","false",,"https://pbs.twimg.com/profile_images/1485473084396417024/L1qVaF1i_normal.png","false","PeirisKamil","178","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T12:31:44.000Z","11","@Dailymirror_SL So go out in public then, not a single MP especially from the SLPP can go out in public without at least 20 bodyguards. That doesn't scream winning people's hearts.",,,,"1612426895932493827",,,,,"0","0","https://twitter.com/scm_SL/status/1612426895932493827","2015-07-15T23:46:15.000Z","true","If there was a day I could live
If there was a single breath I could take
I'd trade all the others away","0","5066","40","19","true","3281097865","false","0","","702","m̴̻̒y̷̺̍ ̷̺̂r̸̻͒o̴̬͐f̸͙͂ḻ̶̋c̷͈͑ơ̶̙p̸̖̍t̵̖͆ḙ̶͌r̷","40","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","scm_SL","4765","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T14:18:25.000Z","0","@Dailymirror_SL in a parralell universe perhaps?",,,,"1612453747183202305",,,,,"0","0","https://twitter.com/alan34385745/status/1612453747183202305","2021-03-08T15:19:26.000Z","true","Views are Personal they are not News!!
Retweets  & Likes are not Endorsements.

Spelling & grammar not perfect .","0","1725","5","1","true","1368944415507681284","false","0","","55","alan","5","false",,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","false","alan34385745","1488","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T14:34:03.000Z","3","@Dailymirror_SL By the way, HATRED also resides in the Heart only.",,,,"1612457678948945920",,,,,"0","0","https://twitter.com/DrChandanaWick/status/1612457678948945920","2022-01-04T13:17:30.000Z","false","Doctor, cricket lover, proud Sri Lankan, views are personal.","0","2848","101","109","false","1478354830359863297","false","0","","113","Dr Chandana Wickaramasinghe","101","false",,"https://pbs.twimg.com/profile_images/1577275400488902657/nQbYTXgO_normal.jpg","false","DrChandanaWick","1681","none",,"false","66329707","DailyMirror","Dailymirror_SL",,,
"1612367690383122434","2023-01-09T14:46:02.000Z","24","@Dailymirror_SL They must be thinking of Cholesterol",,,,"1612460696494829569",,,,,"2","0","https://twitter.com/chami9539/status/1612460696494829569","2009-05-22T06:01:53.000Z","false","Concerned citizen. We all have to live here. Also #YNWA","0","12869","1148","1409","false","41764145","false","10","Sri Lanka","435","Chaminda Dias","1148","false","https://pbs.twimg.com/profile_banners/41764145/1534647468","https://pbs.twimg.com/profile_images/1610218270883459074/EGtXtyuT_normal.jpg","false","chami9539","2921","none","https://t.co/gmg67Ta0Q4","false","66329707","DailyMirror","Dailymirror_SL",,,
