"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user/created_at","user/default_profile_image","user/description","user/fast_followers_count","user/favourites_count","user/followers_count","user/friends_count","user/has_custom_timelines","user/id_str","user/is_translator","user/listed_count","user/location","user/media_count","user/name","user/normal_followers_count","user/possibly_sensitive","user/profile_banner_url","user/profile_image_url_https","user/protected","user/screen_name","user/statuses_count","user/translator_type","user/url","user/verified","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name"
"1596549728795123715","2022-11-27T05:57:24.000Z","1","@RajapaksaNamal Thanks for reminding that we have not moved in this aspect. The current president @RW_UNP has been the education minister since my school days.",,,,"1596744983109070848",,,,,,,,,"0","0","https://twitter.com/Rajeeva25275319/status/1596744983109070848",,,,"2021-02-17T10:05:24.000Z","false","","0","83","11","3","false","1361980016964341764","false","0","","3","Rajeevan","11","false",,"https://pbs.twimg.com/profile_images/1361980293113122816/bdpRkofU_normal.jpg","false","Rajeeva25275319","848","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal","2913830408","Ranil Wickremesinghe","RW_UNP",,,
"1596549728795123715","2022-11-27T06:14:34.000Z","1","@RajapaksaNamal ශෝ එක පටා....න් අරාන් නේද පෙන්ස්? 😂😂",,,,"1596749301354758145",,,,,,,,,"0","0","https://twitter.com/SanjayaDissan11/status/1596749301354758145",,,,"2018-08-10T11:43:41.000Z","false","","0","1308","10","352","false","1027883176545406976","false","0","Sri Lanka","6","Sanjaya Dissanayake","10","false","https://pbs.twimg.com/profile_banners/1027883176545406976/1554985217","https://pbs.twimg.com/profile_images/1509134777366249472/PHlCXGpa_normal.jpg","false","SanjayaDissan11","239","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:23:17.000Z","0","@RajapaksaNamal God help our kids. Reading this #tweet felt that we are cursed to be born in this country.
#SriLanka
#srilankacrisis","tweet","SriLanka","srilankacrisis","1596751494845693952",,,,,,,,,"0","0","https://twitter.com/Yawathashi/status/1596751494845693952",,,,"2017-10-26T13:53:33.000Z","false","Proud Father, entrepreneur. #LoveJapan
දේශපාලනේ කරනවා කියලා හොරා කන එවූන්ට ⛈️","0","99874","819","681","true","923548154884128768","false","19","Sri Lanka","50","Tarutani 🇱🇰 තමා හොඳටම කලේ 🌩️","819","false","https://pbs.twimg.com/profile_banners/923548154884128768/1509027748","https://pbs.twimg.com/profile_images/1547240282730553345/inMu0phg_normal.jpg","false","Yawathashi","15284","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:29:42.000Z","2","@RajapaksaNamal issella uba igana ganin",,,,"1596753110390951936",,,,,,,,,"0","0","https://twitter.com/imzahran96/status/1596753110390951936",,,,"2013-09-08T11:56:40.000Z","false","⚪️ Madridsta ⚪️","0","41568","116","663","false","1828050044","false","0","Badulla,Sri Lanka","55","Zahran","116","false","https://pbs.twimg.com/profile_banners/1828050044/1669607245","https://pbs.twimg.com/profile_images/1606329634131419138/P-9WLa1M_normal.jpg","false","imzahran96","15880","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:30:10.000Z","1","@RajapaksaNamal How much do you have to educate?",,,,"1596753229337202694",,,,,,,,,"0","0","https://twitter.com/Sandaru63732572/status/1596753229337202694",,,,"2022-10-11T10:44:41.000Z","false","R.G. Rasika Sandaruwan
Founder and CEO of the Unicus Education. Entrepreneur, Barrier-free thinker, Futuristic, Problem solver, lecturer and Technology lover.","0","164","0","1","false","1579784902945423360","false","0","Sri Lanka","5","Rasika Sandaruwan 🇱🇰","0","false",,"https://pbs.twimg.com/profile_images/1595489181534670848/5UzCuaWn_normal.jpg","false","Sandaru63732572","31","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:32:37.000Z","1","@RajapaksaNamal You already have failed.",,,,"1596753843882426368",,,,,,,,,"0","0","https://twitter.com/Sandaru63732572/status/1596753843882426368",,,,"2022-10-11T10:44:41.000Z","false","R.G. Rasika Sandaruwan
Founder and CEO of the Unicus Education. Entrepreneur, Barrier-free thinker, Futuristic, Problem solver, lecturer and Technology lover.","0","164","0","1","false","1579784902945423360","false","0","Sri Lanka","5","Rasika Sandaruwan 🇱🇰","0","false",,"https://pbs.twimg.com/profile_images/1595489181534670848/5UzCuaWn_normal.jpg","false","Sandaru63732572","31","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:34:01.000Z","2","@RajapaksaNamal What have you done for education 🎓? Could you give an example and how it continues?",,,,"1596754195272830981",,,,,,,,,"0","0","https://twitter.com/Sandaru63732572/status/1596754195272830981",,,,"2022-10-11T10:44:41.000Z","false","R.G. Rasika Sandaruwan
Founder and CEO of the Unicus Education. Entrepreneur, Barrier-free thinker, Futuristic, Problem solver, lecturer and Technology lover.","0","164","0","1","false","1579784902945423360","false","0","Sri Lanka","5","Rasika Sandaruwan 🇱🇰","0","false",,"https://pbs.twimg.com/profile_images/1595489181534670848/5UzCuaWn_normal.jpg","false","Sandaru63732572","31","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:34:26.000Z","1","@RajapaksaNamal What do you and your family know about education reform? Truly, what do you know about it other than to paste your face in every poster and flood the country with family cutouts and portraits.",,,,"1596754302701572096",,,,,,,,,"0","0","https://twitter.com/chameeralenawa/status/1596754302701572096",,,,"2018-08-19T15:08:48.000Z","false","🙊 🙉 🙈 | Not all those who wander are lost","0","9","9","50","true","1031196287243378688","false","0","Sri Lanka","12","Chameera Lenawa","9","false","https://pbs.twimg.com/profile_banners/1031196287243378688/1658713386","https://pbs.twimg.com/profile_images/1595699405021405185/NpB5LKxw_normal.jpg","false","chameeralenawa","147","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T06:42:08.000Z","2","@RajapaksaNamal මොනව කළත් ජනාධිපති වෙන්න බෑ..🤣🤣",,,,"1596756240839118848",,,,,,,,,"0","0","https://twitter.com/NuwanLiyanagam1/status/1596756240839118848",,,,"2022-04-02T15:24:24.000Z","false","Just a simple civilian..Proud Sri Lankan.","0","1427","38","70","true","1510276246474743808","false","0","Sri Lanka","12","Nuwan Liyanagamage","38","false","https://pbs.twimg.com/profile_banners/1510276246474743808/1649467598","https://pbs.twimg.com/profile_images/1530790614450974722/WHYo81p-_normal.jpg","false","NuwanLiyanagam1","2419","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T07:00:28.000Z","3","@RajapaksaNamal Education එකක් නැති එකෙක් education ගැන කතා කරනවා 😂 අනේ පලයන් පිංබතා යන්න",,,,"1596760853701095426",,,,,,,,,"1","0","https://twitter.com/YesithaBatepola/status/1596760853701095426",,,,"2009-06-19T14:55:17.000Z","false","female dog don't commit murder on my vibe.","0","772","52","217","false","48726087","false","1","Colmbo,Sri Lanka","102","Yesitha Batepola","52","false","https://pbs.twimg.com/profile_banners/48726087/1464753181","https://pbs.twimg.com/profile_images/1610199559942152192/ELZzZ1d__normal.jpg","false","YesithaBatepola","715","none","https://t.co/z689lRKpOy","false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T07:18:57.000Z","0","@RajapaksaNamal Good stuff gobbaya. Time for you and your whole family to actually go back and do some vocational training at the very least . At least this Dont copy from another bugger . 😂",,,,"1596765503518744582",,,,,,,,,"1","0","https://twitter.com/Navz24Kat/status/1596765503518744582",,,,"2021-11-23T07:28:16.000Z","false","KoolKat","0","267","5","47","false","1463046659944812544","false","0","","9","Kool Kat","5","false",,"https://pbs.twimg.com/profile_images/1463046728953700355/9GCIGqBx_normal.jpg","false","Navz24Kat","285","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T07:33:21.000Z","1","@RajapaksaNamal https://t.co/mLfrVvOIyN",,,,"1596769127774887939","https://pbs.twimg.com/tweet_video_thumb/FijdDRfXgAAIdqb.jpg","photo",,,,,,,"0","0","https://twitter.com/duhcoolies/status/1596769127774887939",,,,"2008-12-09T23:42:06.000Z","false","Storyteller/ Photographer/ Traveller with a permanent case of #wanderlust hangover/ #Creative Digital Brand Strategist/ Design UI UX/ Gamer/ Geek/ Coffee Addict","0","88552","1223","1205","true","18006388","false","69","Middle Earth","1497","DΛЯΛП KΛПDΛƧΛMY 🇱🇰","1223","false","https://pbs.twimg.com/profile_banners/18006388/1555955089","https://pbs.twimg.com/profile_images/1544354211604856832/TQejnRxX_normal.jpg","false","duhcoolies","8899","none","https://t.co/SbqZJp4uWL","false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T07:36:23.000Z","4","@RajapaksaNamal කුඹුරක් කොටන් පාඩුවෙ ඉන්නකො please, නොදන්න දේවල් නොකර, ඔයාලට තේරෙන්නෙ හාන්න විතරයි, මේ වගේ දේවල් ඔයාට තේරෙන්නෙ නෑනෙ , තේරෙනව වගේ අහන් හිටියට.",,,,"1596769892929540096",,,,,,,,,"0","0","https://twitter.com/seww_11/status/1596769892929540096",,,,"2012-07-12T08:56:29.000Z","false","|| Dreamer || Achiever","0","930","35","189","false","633665955","false","2","Sri Lanka","1","Sewwandi Wijerathna","35","false","https://pbs.twimg.com/profile_banners/633665955/1669534624","https://pbs.twimg.com/profile_images/1516474556499779585/DXP8tpyS_normal.jpg","false","seww_11","36","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
"1596549728795123715","2022-11-27T07:51:37.000Z","2","@RajapaksaNamal තෝ නම් කූඩැල්ලෙක් යකෝ අපේ ලේ උරාගෙන බොන්නම ඉපදුනු.. කාලකන්නි පරය.. තෝ ඇමති කෙනෙකුත් නෙවේ නිකන්ම නිකන් මන්ත්‍රී මොන ලබ්බකටද මූසලයෝ තෝ ඔය හැම අස්සෙම රින්ගන්නේ පරය",,,,"1596773725609013250",,,,,,,,,"0","0","https://twitter.com/maheshpriyamal/status/1596773725609013250",,,,"2012-06-08T13:05:52.000Z","false","","0","19","2","50","false","602745064","false","2","","1","mahesh","2","false",,"https://pbs.twimg.com/profile_images/1449250068658212866/dhD5JPrx_normal.jpg","false","maheshpriyamal","121","none",,"false","1356593833","Namal Rajapaksa","RajapaksaNamal",,,,,,
